,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
8970,Bangladesh,BGD,SAS,All,Lower middle income,LMC,2005,bgd_2005_lfs_v01_m_v01_a_gld_all.dta,lfs,137298796,0.38,0.17,0.41,0.04,0.24,0.58,0.72,0.66,0.06,47481194,0.6,0.3,0.53,,0.57,0.96,0.04,0.91,0.09,0.36,0.41,0.22,0.0,0.64,0.73,0.27,,,0.05,0.47,0.15,0.38,0.0,0.11,0.0,0.03,0.17,0.09,0.02,0.02,0.09,0.32,0.56,0.24,0.04,0.0,0.24,0.39,0.25,0.72,0.36,0.0,0.03,0.02,0.02,0.19,0.33,0.09,0.05,0.26,0.0,45.24,0.24,0.46,11.63,2607.0,2129.05,2800.0,4000.0,0.19,0.01,41.99,1.7,0.77,2.67,0.39,0.44,0.09,0.08,,,25.15,35.51,36.63,32.06,35.49,34.41,36.23,37.64,38.0,18.0,0.03,15.0
8979,Bangladesh,BGD,SAS,All,Lower middle income,LMC,2010,bgd_2010_lfs_v01_m_v01_a_gld_all.dta,lfs,148708839,0.36,0.19,0.42,0.04,0.23,0.6,0.66,0.59,0.07,53680763,0.6,0.37,0.54,,0.58,0.97,0.03,0.95,0.05,0.38,0.39,0.23,0.0,0.62,0.77,0.23,,0.07,0.03,0.46,0.18,0.36,0.0,0.13,0.0,0.05,0.16,0.08,0.02,0.01,0.1,0.35,0.47,0.26,0.04,0.0,0.23,0.35,0.26,0.61,0.41,0.01,0.03,0.02,0.02,0.18,0.12,0.09,0.06,0.47,0.0,46.11,0.18,0.51,25.0,5561.6,4518.8,5431.25,6952.0,0.28,0.01,61.95,2.5,1.2,1.83,0.39,0.46,0.07,0.08,,,25.7,34.9,34.86,33.43,35.7,34.17,35.33,42.04,40.0,21.0,0.03,15.0
8986,Bangladesh,BGD,SAS,All,Lower middle income,LMC,2013,bgd_2013_lfs_v01_m_v01_a_gld_all.dta,lfs,154145734,0.31,0.19,0.44,0.06,0.28,0.63,0.58,0.49,0.09,57777977,0.59,0.35,0.29,,0.57,0.96,0.04,0.91,0.09,0.4,0.4,0.19,0.01,0.59,0.6,0.4,,0.06,0.05,0.44,0.21,0.35,0.0,0.17,0.0,0.04,0.15,0.07,0.02,0.01,0.1,0.47,0.59,0.3,0.04,0.01,0.21,0.48,0.22,0.75,0.42,0.01,0.05,0.02,0.02,0.17,0.36,0.19,0.06,0.14,0.0,45.51,0.18,0.46,49.6,10000.0,9000.0,10000.0,12000.0,0.43,0.02,87.55,3.54,1.1,1.25,0.01,0.63,0.11,0.25,,0.91,27.71,35.18,36.63,31.66,35.51,33.24,36.39,41.55,50.0,34.0,0.04,27.0
8999,Bangladesh,BGD,SAS,All,Lower middle income,LMC,2015,bgd_2015_qlfs_v01_m_v01_a_gld_all.dta,qlfs,158482908,0.33,0.17,0.45,0.05,0.28,0.62,0.61,0.53,0.08,52282331,0.53,0.24,0.31,,0.51,0.96,0.04,0.9,0.1,0.46,0.44,0.08,0.03,0.51,0.95,,,0.05,0.03,0.34,0.24,0.43,0.0,0.17,0.0,0.07,0.17,0.09,0.02,0.02,0.12,0.57,0.77,0.36,0.02,0.02,0.26,0.69,0.29,0.77,0.41,0.02,0.06,0.02,0.02,0.18,0.25,0.19,0.09,0.18,0.0,48.31,0.2,0.48,49.76,11000.0,9000.0,11000.0,13000.0,0.38,0.02,84.76,3.43,0.95,1.64,0.31,0.5,0.09,0.1,,0.87,27.11,36.13,39.35,31.97,35.94,33.86,37.92,40.93,28.0,7.0,0.02,6.0
9009,Bangladesh,BGD,SAS,All,Lower middle income,LMC,2016,bgd_2016_qlfs_v01_m_v01_a_gld_all.dta,qlfs,161338494,0.32,0.17,0.46,0.05,0.28,0.63,0.6,0.52,0.08,55510542,0.55,0.29,0.26,,0.52,0.95,0.05,0.87,0.13,0.44,0.44,0.07,0.05,0.51,0.95,,,0.05,0.04,0.33,0.23,0.44,0.0,0.16,0.0,0.06,0.18,0.1,0.02,0.02,0.12,0.55,0.78,0.36,0.02,0.03,0.26,0.71,0.25,0.79,0.41,0.02,0.05,0.02,0.02,0.18,0.26,0.19,0.08,0.18,0.0,48.86,0.18,0.51,46.03,10000.0,8000.0,10000.0,14000.0,0.34,0.01,73.03,2.95,0.92,2.3,0.28,0.49,0.11,0.12,,0.89,27.67,36.69,39.9,32.33,36.56,34.07,38.51,42.46,33.0,11.0,0.03,9.0
9015,Bulgaria,BGR,ECS,All,Upper middle income,UMC,2002,bgr_2002_i2d2_eulfs.dta,i2d2,7929,0.15,0.14,0.54,0.17,,0.68,0.46,0.22,0.24,3408,0.63,0.58,0.16,0.01,0.51,0.82,0.18,0.67,0.33,0.86,0.13,0.02,0.0,0.14,,,,,,0.1,0.33,0.57,0.01,0.24,0.02,0.05,0.2,0.08,0.05,0.08,0.16,0.93,0.9,0.81,0.01,0.0,0.08,0.89,0.43,0.94,0.88,0.08,0.12,0.13,0.07,0.14,0.06,0.15,0.15,0.1,0.0,41.2,0.04,0.08,,,,,,,,,,,,0.0,0.05,0.77,0.17,11.13,,40.23,39.99,42.69,40.19,39.81,39.88,42.31,,68.0,58.0,0.07,58.0
9025,Bulgaria,BGR,ECS,All,Upper middle income,UMC,2004,bgr_2004_i2d2_eulfs.dta,i2d2,7800,0.14,0.14,0.54,0.18,,0.68,0.47,0.21,0.26,3344,0.63,0.58,0.17,0.01,0.55,0.88,0.12,0.77,0.23,0.85,0.13,0.02,0.0,0.15,,,,,,0.1,0.33,0.57,0.01,0.24,0.02,0.06,0.2,0.07,0.06,0.07,0.17,0.92,0.9,0.81,0.01,0.0,0.08,0.89,0.39,0.95,0.87,0.08,0.11,0.12,0.06,0.14,0.07,0.14,0.15,0.13,0.0,40.7,0.13,0.09,,,,,,,,,,,,0.02,0.05,0.76,0.18,10.95,,40.83,40.3,43.77,40.07,40.03,39.98,42.87,,68.0,58.0,0.07,57.0
9029,Bulgaria,BGR,ECS,All,Upper middle income,UMC,2005,bgr_2005_i2d2_eulfs.dta,i2d2,7760,0.14,0.14,0.55,0.18,,0.68,0.47,0.2,0.26,3294,0.62,0.57,0.19,0.01,0.56,0.9,0.1,0.79,0.21,0.87,0.12,0.01,0.0,0.13,,,,,,0.08,0.35,0.57,0.01,0.25,0.02,0.06,0.2,0.07,0.06,0.07,0.16,0.94,0.93,0.83,0.01,0.0,0.08,0.93,0.45,0.96,0.87,0.08,0.12,0.12,0.07,0.15,0.05,0.15,0.16,0.12,0.0,40.68,0.08,0.07,,,,,,,,,,,,0.02,0.05,0.76,0.18,11.03,,41.12,40.48,43.84,40.41,40.19,40.15,43.25,,69.0,60.0,0.07,58.0
9040,Bulgaria,BGR,ECS,All,Upper middle income,UMC,2006,bgr_2006_i2d2_eulfs.dta,i2d2,7718,0.14,0.14,0.54,0.18,0.5,0.68,0.47,0.2,0.27,3388,0.65,0.6,0.27,0.01,0.59,0.91,0.09,0.81,0.19,0.87,0.11,0.01,0.0,0.13,,,,,,0.08,0.35,0.58,0.01,0.24,0.02,0.07,0.21,0.07,0.06,0.07,0.16,0.94,0.95,0.84,0.01,0.0,0.08,0.95,0.46,0.96,0.88,0.07,0.12,0.09,0.07,0.16,0.05,0.15,0.15,0.12,0.0,41.07,0.08,0.07,,,,,,,,,,,,0.01,0.04,0.76,0.19,11.17,,41.42,40.65,44.45,40.4,40.43,40.32,43.56,,66.0,56.0,0.06,53.0
9047,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2010,bih_2010_i2d2_lfs.dta,i2d2,3145548,0.17,0.13,0.54,0.16,,0.67,0.49,0.25,0.23,1120349,0.54,0.41,0.67,,0.38,0.71,0.29,0.41,0.59,0.75,0.15,0.05,0.05,0.2,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.32,0.56,0.09,10.24,,39.49,41.02,,,,40.34,42.89,43.81,121.0,90.0,0.16,90.0
9053,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2011,bih_2011_i2d2_lfs.dta,i2d2,3077404,0.16,0.13,0.54,0.16,,0.68,0.48,0.24,0.24,1104760,0.54,0.41,0.68,,0.38,0.71,0.29,0.4,0.6,0.76,0.15,0.05,0.04,0.2,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.33,0.55,0.09,10.29,,40.22,41.43,,,,40.79,43.2,44.53,121.0,90.0,0.16,90.0
9058,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2012,bih_2012_i2d2_lfs.dta,i2d2,3053149,0.15,0.14,0.54,0.17,,0.68,0.48,0.23,0.25,1093816,0.54,0.41,0.71,,0.38,0.71,0.29,0.36,0.64,0.74,0.16,0.04,0.05,0.2,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.32,0.56,0.09,10.06,,40.6,41.87,,,,41.04,44.36,44.05,121.0,90.0,0.16,90.0
9068,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2013,bih_2013_i2d2_lfs.dta,i2d2,3067207,0.15,0.14,0.54,0.17,,0.68,0.46,0.22,0.25,1104467,0.53,0.41,0.71,,0.38,0.71,0.29,0.4,0.6,0.76,0.14,0.04,0.05,0.19,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.31,0.55,0.11,10.19,,40.99,42.03,,,,41.28,44.45,44.33,121.0,90.0,0.16,90.0
9070,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2014,bih_2014_i2d2_lfs.dta,i2d2,2997061,0.14,0.13,0.55,0.18,,0.68,0.47,0.21,0.27,1079285,0.54,0.42,0.71,,0.38,0.71,0.29,0.37,0.63,0.79,0.13,0.04,0.05,0.17,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.3,0.56,0.11,10.27,,42.01,42.4,,,,41.63,45.23,45.43,121.0,90.0,0.16,90.0
9079,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2015,bih_2015_i2d2_lfs.dta,i2d2,2992631,0.13,0.13,0.55,0.18,,0.68,0.46,0.2,0.27,1109350,0.55,0.43,0.68,,0.39,0.71,0.29,0.37,0.63,0.77,0.15,0.03,0.04,0.19,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.28,0.58,0.11,10.39,,42.35,42.31,,,,41.36,45.47,46.0,121.0,90.0,0.16,90.0
9086,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2016,bih_2016_i2d2_lfs.dta,i2d2,2845656,0.12,0.13,0.55,0.19,,0.68,0.46,0.18,0.28,1046065,0.54,0.42,0.7,,0.4,0.74,0.26,0.45,0.55,0.77,0.15,0.03,0.04,0.18,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.28,0.59,0.11,10.66,,43.42,42.81,,,,41.54,47.1,47.18,121.0,90.0,0.16,90.0
9096,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2017,bih_2017_i2d2_lfs.dta,i2d2,2753680,0.12,0.12,0.55,0.21,,0.67,0.49,0.18,0.31,990904,0.54,0.42,0.67,,0.43,0.78,0.22,0.53,0.47,0.78,0.13,0.04,0.05,0.17,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.27,0.6,0.12,10.71,,44.63,42.85,,,,41.9,46.41,45.63,121.0,90.0,0.16,90.0
9099,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2018,bih_2018_i2d2_lfs.dta,i2d2,2710659,0.11,0.13,0.54,0.22,,0.67,0.49,0.17,0.32,975087,0.54,0.42,0.68,,0.44,0.81,0.19,0.6,0.4,0.81,0.11,0.03,0.05,0.15,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.26,0.61,0.11,10.78,,45.15,43.04,,,,42.28,46.16,46.35,121.0,90.0,0.16,90.0
9108,Bosnia and Herzegovina,BIH,ECS,All,Upper middle income,UMC,2019,bih_2019_i2d2_lfs.dta,i2d2,2535102,0.1,0.12,0.54,0.25,,0.65,0.53,0.16,0.37,904512,0.55,0.44,0.64,,0.46,0.83,0.17,0.65,0.35,0.78,0.13,0.03,0.06,0.16,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.24,0.62,0.11,10.76,,47.03,43.77,,,,42.56,48.48,47.39,125.0,91.0,0.17,91.0
9120,Belarus,BLR,ECS,All,Upper middle income,UMC,2003,blr_2003_hhs_v01_m_v03_a_gmd.dta,hhs,10036144,0.16,0.16,0.53,0.15,0.69,0.69,0.45,0.24,0.22,5044231,0.77,0.76,0.27,,0.69,0.9,0.1,0.45,0.55,0.87,0.04,0.0,0.08,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.11,0.7,0.17,,,38.38,40.22,,,,40.24,36.33,42.0,133.0,94.0,0.19,93.0
9129,Belarus,BLR,ECS,All,Upper middle income,UMC,2004,blr_2004_hhs_v01_m_v03_a_gmd.dta,hhs,10077073,0.16,0.17,0.53,0.15,0.69,0.7,0.43,0.22,0.21,4557302,0.68,0.67,0.68,,0.68,0.99,0.01,0.99,0.01,0.87,0.04,0.0,0.09,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.1,0.71,0.18,,,38.34,40.29,,,,40.32,37.21,41.25,131.0,94.0,0.18,92.0
9133,Belarus,BLR,ECS,All,Upper middle income,UMC,2011,blr_2011_hhs_v01_m_v05_a_gmd.dta,hhs,9395978,0.16,0.11,0.59,0.14,0.74,0.7,0.42,0.22,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.78,0.22,,,40.11,,,,,,,,19.0,4.0,0.07,65.0
9146,Belarus,BLR,ECS,All,Upper middle income,UMC,2012,blr_2012_hhs_v01_m_v04_a_gmd.dta,hhs,9445377,0.16,0.11,0.59,0.14,0.74,0.7,0.42,0.23,0.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.78,0.22,,,40.06,,,,,,,,26.0,6.0,0.1,73.0
9149,Belarus,BLR,ECS,All,Upper middle income,UMC,2013,blr_2013_hhs_v01_m_v04_a_gmd.dta,hhs,9345370,0.16,0.1,0.6,0.14,0.74,0.7,0.43,0.23,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.77,0.23,,,40.45,,,,,,,,19.0,4.0,0.07,65.0
9159,Belarus,BLR,ECS,All,Upper middle income,UMC,2014,blr_2014_hhs_v01_m_v04_a_gmd.dta,hhs,9393007,0.17,0.1,0.59,0.14,0.74,0.68,0.46,0.25,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.76,0.24,,,40.16,,,,,,,,19.0,4.0,0.07,65.0
9172,Belarus,BLR,ECS,All,Upper middle income,UMC,2015,blr_2015_hhs_v01_m_v04_a_gmd.dta,hhs,8877273,0.15,0.1,0.6,0.16,0.74,0.7,0.44,0.21,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.74,,,,,,,,43.0,24.0,0.19,94.0
9178,Belarus,BLR,ECS,All,Upper middle income,UMC,2016,blr_2016_hhs_v01_m_v03_a_gmd.dta,hhs,8977134,0.15,0.09,0.6,0.16,0.74,0.7,0.44,0.21,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.83,,,,,,,,43.0,24.0,0.19,94.0
9180,Belarus,BLR,ECS,All,Upper middle income,UMC,2017,blr_2017_hhs_v01_m_v03_a_gmd.dta,hhs,9266785,0.16,0.09,0.59,0.16,0.74,0.68,0.47,0.24,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.71,0.26,,,41.32,,,,,,,,19.0,4.0,0.07,62.0
9194,Belarus,BLR,ECS,All,Upper middle income,UMC,2018,blr_2018_hhs_v01_m_v02_a_gmd.dta,hhs,9291087,0.16,0.09,0.6,0.15,0.74,0.69,0.45,0.24,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.71,0.27,,,41.15,,,,,,,,19.0,4.0,0.07,62.0
9199,Belarus,BLR,ECS,All,Upper middle income,UMC,2019,blr_2019_hhs_v01_m_v01_a_gmd.dta,hhs,9284946,0.16,0.09,0.59,0.15,0.74,0.69,0.46,0.24,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.71,0.29,,,41.23,,,,,,,,19.0,4.0,0.07,62.0
9207,Belarus,BLR,ECS,All,Upper middle income,UMC,2020,blr_2020_hhs_v01_m_v01_a_gmd.dta,hhs,9186826,0.16,0.09,0.58,0.16,0.74,0.68,0.48,0.24,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.76,,,,,,,,43.0,24.0,0.19,94.0
9220,Bolivia,BOL,LCN,All,Lower middle income,LMC,2013,bol_2013_eh_v01_m_v04_a_gmd.dta,eh0,10484137,0.31,0.18,0.43,0.08,0.68,0.61,0.63,0.5,0.13,4682499,0.73,0.62,0.1,,0.7,0.96,0.04,0.92,0.08,0.42,0.37,0.16,0.06,0.53,,,,,,0.26,0.21,0.53,0.02,0.11,0.0,0.07,0.22,0.07,0.05,0.16,0.02,0.73,0.68,0.4,0.04,0.04,0.25,0.58,0.08,0.55,0.53,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.27,0.4,0.29,9.7,0.95,29.37,37.73,39.38,35.93,37.64,35.2,39.29,42.0,93.0,77.0,0.1,76.0
9227,Bolivia,BOL,LCN,All,Lower middle income,LMC,2014,bol_2014_i2d2_eh_v01_m_v01_a_gmd.dta,i2d2,10573567,0.32,0.18,0.43,0.07,0.68,0.61,0.64,0.53,0.11,4753112,0.74,0.64,0.1,0.1,0.72,0.98,0.02,0.95,0.05,0.39,0.36,0.18,0.08,0.53,0.78,0.21,0.36,0.17,0.0,0.29,0.21,0.5,0.02,0.1,0.0,0.09,0.22,0.07,0.05,0.03,0.13,0.7,0.68,0.37,0.05,0.05,0.25,0.57,0.07,0.54,0.5,0.02,0.09,0.06,0.03,0.19,0.27,0.17,0.09,0.09,0.0,45.41,0.27,0.36,14.32,2753.64,2380.13,2998.27,2696.98,,,,,0.72,,0.07,0.36,0.34,0.23,9.21,0.95,28.31,37.03,38.76,34.87,36.97,34.23,38.49,41.0,15.0,2.0,0.01,1.0
9232,Bolivia,BOL,LCN,All,Lower middle income,LMC,2016,bol_2016_i2d2_eh_v01_m_v01_a.dta,i2d2,11046400,0.31,0.18,0.43,0.07,0.69,0.61,0.63,0.51,0.12,4941764,0.73,0.63,0.09,0.09,0.7,0.96,0.04,0.93,0.07,0.41,0.39,0.15,0.05,0.54,0.77,0.5,0.4,0.19,0.0,0.26,0.22,0.51,0.02,0.1,0.0,0.1,0.22,0.08,0.05,0.03,0.13,0.73,0.68,0.38,0.04,0.04,0.27,0.57,0.08,0.53,0.52,0.02,0.09,0.05,0.04,0.2,0.26,0.19,0.08,0.07,0.0,42.86,0.31,0.31,15.16,2888.67,2400.94,3031.4,2829.3,0.12,0.04,22.92,7.93,0.74,,0.04,0.28,0.42,0.25,9.4,0.96,28.98,37.32,38.97,35.54,37.24,34.51,38.9,42.59,36.0,16.0,0.03,12.0
9241,Bolivia,BOL,LCN,All,Lower middle income,LMC,2017,bol_2017_i2d2_eh_v01_m_v01_a.dta,i2d2,11216272,0.3,0.18,0.44,0.08,0.69,0.62,0.61,0.48,0.13,4892975,0.7,0.59,0.1,0.08,0.68,0.96,0.04,0.92,0.08,0.4,0.42,0.14,0.04,0.56,0.77,0.51,0.39,0.19,0.0,0.25,0.23,0.52,0.02,0.11,0.01,0.1,0.23,0.08,0.05,0.03,0.13,0.75,0.72,0.38,0.05,0.03,0.3,0.6,0.07,0.52,0.5,0.02,0.09,0.07,0.03,0.2,0.24,0.19,0.09,0.08,0.0,43.98,0.28,0.32,15.19,3019.19,2362.67,3150.23,2877.72,0.12,0.04,23.3,8.06,0.75,,0.04,0.27,0.42,0.27,9.49,0.99,29.94,38.44,40.98,36.54,38.07,35.71,40.04,42.81,32.0,10.0,0.03,8.0
9253,Bolivia,BOL,LCN,All,Lower middle income,LMC,2018,bol_2018_eh_v01_m_v06_a_gmd.dta,eh0,11331295,0.29,0.18,0.45,0.08,0.7,0.62,0.6,0.47,0.13,5048682,0.71,0.61,0.09,,0.67,0.94,0.06,0.9,0.1,0.38,0.44,0.15,0.03,0.59,,,,,,0.26,0.22,0.52,0.01,0.11,0.0,0.09,0.23,0.08,0.05,0.14,0.02,0.74,0.68,0.36,0.04,0.03,0.31,0.56,0.06,0.51,0.48,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.27,0.42,0.27,9.61,0.97,30.26,38.79,40.68,36.84,38.68,36.11,40.33,42.38,95.0,79.0,0.1,77.0
9261,Bolivia,BOL,LCN,All,Lower middle income,LMC,2019,bol_2019_eh_v01_m_v04_a_gmd.dta,eh0,11461024,0.31,0.17,0.44,0.08,0.7,0.62,0.62,0.5,0.12,5269877,0.75,0.65,0.08,,0.7,0.94,0.06,0.89,0.11,0.38,0.42,0.16,0.04,0.58,,,,,,0.26,0.21,0.53,0.02,0.1,0.0,0.09,0.24,0.08,0.05,0.14,0.02,0.73,0.67,0.37,0.05,0.03,0.29,0.54,0.06,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.24,0.44,0.29,9.92,0.97,29.56,37.88,39.06,36.21,37.97,35.59,39.02,43.96,92.0,76.0,0.1,75.0
9268,Bolivia,BOL,LCN,All,Lower middle income,LMC,2020,bol_2020_eh_v01_m_v01_a_gmd.dta,eh0,11586467,0.28,0.17,0.46,0.09,0.7,0.63,0.59,0.45,0.15,5439661,0.75,0.65,0.08,,0.68,0.9,0.1,0.82,0.18,0.34,0.45,0.17,0.04,0.62,,,,,,0.26,0.19,0.54,0.01,0.09,0.0,0.09,0.26,0.07,0.06,0.14,0.01,0.74,0.64,0.33,0.06,0.03,0.32,0.49,0.05,0.48,0.43,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.23,0.41,0.32,9.96,0.97,31.42,38.57,39.78,36.87,38.59,35.99,39.74,42.89,98.0,81.0,0.11,79.0
9283,Bolivia,BOL,LCN,All,Lower middle income,LMC,2021,bol_2021_eh_v01_m_v01_a_gmd.dta,eh0,11874465,0.29,0.17,0.46,0.08,0.71,0.63,0.58,0.46,0.12,5437287,0.72,0.62,0.08,,0.68,0.93,0.07,0.9,0.1,0.37,0.44,0.15,0.03,0.6,,,,,,0.23,0.22,0.55,0.02,0.11,0.0,0.09,0.25,0.09,0.05,0.14,0.02,0.76,0.69,0.35,0.06,0.03,0.33,0.55,0.07,0.49,0.45,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.24,0.44,0.29,10.06,0.98,30.09,38.18,39.1,37.46,38.07,35.84,39.38,42.43,95.0,79.0,0.1,77.0
